Name;Title;ChampLv;AvgItemLv;TrialLv;TrialTime;BossTime;EliteKills;TrashKills;Deaths;Platform
Chinayeye;;2401;75.69;173;578;76;39;6;11;ios
Sera;;2336;75.69;172;485;59;39;4;1;android
Teoden;"War Hero";2369;75.69;169;590;93;38;12;9;ios
Abred;;2341;75.69;169;597;94;35;24;17;ios
Koreajia;;2414;75.69;169;598;46;37;11;10;ios
Taurus;;2442;75.69;168;500;47;35;23;13;ios
Arin;;2478;75.69;168;555;62;37;14;14;android
Geumhong;;2307;75.69;168;558;73;36;16;4;android
Yeolmoo;;2351;75.69;168;561;61;35;24;6;android
Korddoti;;2325;75.69;168;595;93;34;27;4;android
Kaii;;2311;75.69;167;499;31;36;16;11;android
Korsasin;;2399;75.69;167;508;68;33;31;7;ios
Mario;"War Hero";2298;75.50;167;580;40;29;50;6;android
Rudayna;;2288;75.63;167;582;32;35;24;8;ios
Ithim;"War Hero";2295;75.69;166;508;36;33;26;1;android
Pakyaw;"War Hero";2382;75.44;166;565;11;33;27;4;android
Bwanah;;2296;75.63;166;573;35;29;51;5;android
Zakalwe;Centurion;2259;75.69;166;584;18;35;22;15;android
Tashe;;2306;75.69;165;584;29;31;43;12;android
Gorken;;2199;75.56;164;549;63;33;30;8;android
Onneda;;2258;75.38;164;559;59;32;38;7;android
Arzichek;;2314;75.69;164;584;76;36;19;14;android
Mrhua;;2167;75.69;164;593;40;26;61;3;android
Unknown;;2340;75.69;163;512;74;27;62;10;steam
Pimkuo;;2289;75.69;163;534;62;32;30;7;android
Sasha;Warlord;2281;75.56;163;541;47;28;50;3;android
Torum;;2271;75.31;163;558;26;31;40;20;android
Again;;2225;75.69;163;569;46;33;30;19;ios
Cannibal;;2206;74.94;163;573;70;36;14;5;steam
Fighter;Warlord;2269;75.69;163;573;36;27;56;11;ios
Neprob;"War Hero";2361;75.69;163;578;47;28;53;6;android
Zojo;;2271;75.56;162;582;56;23;75;7;android
Arzom;;2249;75.25;162;587;115;35;19;7;android
Voint;;2300;75.69;161;499;53;28;51;0;android
Andr;Centurion;2193;74.50;161;558;73;32;40;7;android
Arflanyr;;2135;75.69;161;593;52;28;47;5;steam
Dredd;;2354;75.69;161;594;51;17;109;4;ios
Simbecode;;2307;75.50;161;594;60;16;112;8;android
Narwgold;;2347;74.81;160;469;38;31;40;4;steam
Bdsm;Warlord;2287;75.56;160;498;15;27;54;4;android
Ovrod;;2343;75.69;160;532;94;32;39;3;android
Mmmm;;2197;75.50;160;560;50;26;63;1;android
Sleeper;Warlord;2282;75.69;160;567;137;29;53;10;windows
Zargon;Centurion;2337;75.63;160;588;85;36;40;7;android
Agithaz;Centurion;2277;75.25;159;536;60;30;47;6;windows
Vekasi;;2272;75.69;159;556;23;25;71;10;android
Hmmsla;;2271;75.44;159;572;55;27;57;9;android
Impurities;;2256;75.69;159;591;49;15;122;1;android
Rovena;Centurion;2088;74.50;159;593;117;27;61;10;steam
Jeki;;2114;73.88;158;477;44;33;30;10;android
Menxxd;Challenger;2194;75.69;158;507;17;20;93;8;android
Burma;Centurion;2197;75.19;158;525;84;23;78;5;steam
Satoru;;2266;75.44;158;530;48;32;34;9;android
Atoz;;2252;75.56;158;538;48;31;39;5;android
Jeremy;;2381;74.56;158;544;17;29;47;5;android
Bard;Centurion;2238;75.00;158;561;55;17;114;14;ios
Parabellum;;2397;75.69;158;597;330;0;192;1;windows
Asdqwerr;Centurion;2116;74.75;157;532;23;26;62;15;android
Loki;Centurion;2213;75.00;157;556;19;22;77;6;android
Patricia;Centurion;2274;75.69;157;568;71;18;101;3;android
Ajaguz;Centurion;2240;75.63;156;417;40;24;76;3;android
Orin;Centurion;2110;74.13;156;515;42;23;77;8;android
Aleksandr;Centurion;2192;74.38;156;519;19;19;97;13;android
Skilgannon;;2084;75.19;156;532;20;24;71;3;android
Igor;;2295;75.69;156;546;34;16;108;4;android
Ahafirst;;2253;75.69;156;589;70;26;54;1;windows
Sezel;;2268;75.63;156;592;95;9;149;7;android
Markdiff;Warlord;2234;74.94;155;353;37;27;63;3;android
Bubbles;Centurion;2263;75.50;155;451;36;30;48;13;windows
Elric;Centurion;2210;75.50;155;484;85;21;99;2;steam
Anrhfflq;;2276;75.63;155;542;15;23;79;0;android
Qnfrk;;2217;75.25;155;547;61;23;89;1;android
Bonshieh;Centurion;2140;75.31;155;549;79;33;30;0;android
Athodnal;;2346;75.38;155;549;55;20;91;3;android
Venom;;2030;74.69;155;555;29;24;71;0;android
Nivri;;2254;74.63;155;578;49;21;88;7;android
Zargana;;2337;75.19;155;579;48;22;87;6;android
Rabbit;;2367;75.69;155;580;98;26;61;5;android
Atikut;;2178;75.13;155;581;36;25;63;4;ios
Joygo;;2255;75.25;155;585;10;13;126;1;android
Alis;Centurion;2256;75.44;155;592;118;17;106;6;steam
Acera;;2139;75.00;155;593;95;23;82;17;android
Riven;;2258;75.38;154;469;77;16;120;3;android
Adila;;2136;74.44;154;532;43;21;94;10;android
Echedot;Challenger;2173;74.81;154;596;108;23;74;7;ios
Torzaz;;2187;74.69;153;460;34;25;69;2;android
Kage;Centurion;2110;74.50;153;497;51;25;60;1;android
Enigmaman;;1989;75.13;153;539;49;20;92;7;android
Nisi;;2185;73.44;153;549;81;20;93;6;android
Lara;Challenger;2186;74.63;153;557;35;10;141;6;steam
Pack;;2246;75.31;153;567;52;9;137;4;android
Gallahad;Centurion;2076;75.50;153;576;47;15;115;7;ios
