Koreaabin,,1937,1379460,1
Koreayman,,1893,1339454,3
Chinablue,,1811,1329451,3
Chinahaha,,1860,1309445,0
Farling,,1542,1299414,6
Chinazhaji,,1708,1289469,0
Dexy,,1908,1289402,0
Wopyhs,,1815,1259516,9
Nurga,,1774,1259481,2
Seba,,1382,1259475,4
Ithechek,,1726,1259428,7
Esis,,1479,1249483,2
Chinayman,,1598,1249407,7
Griffith,,1898,1239589,4
Ruwind,,1786,1239535,4
Eggegg,,1915,1239499,7
Lebmont,,1567,1239452,4
Juicylucy,,1295,1239447,0
Ejoli,,1413,1239444,0
Trouble,,1597,1239411,1
Chinadark,,1538,1229506,1
Koreazone,,1741,1229486,2
Rualex,,1431,1229468,4
Koreacami,,1427,1229420,4
Hello,,1301,1229400,1
Camillina,,1456,1219507,2
Koreanjob,,1278,1219488,1
Koreadenny,,1410,1219466,5
Souleater,,1522,1219466,2
Chinaking,,1148,1219440,1
Balderk,,1419,1209621,0
Mostwanted,,1255,1209536,3
Tsetseanb,,1281,1209446,12
Madqueen,,1143,1209434,3
Momo,,1279,1199497,3
Chinaboy,,1567,1199465,2
Akame,,1388,1199417,2
Zuriel,,1048,1199412,4
Firefly,,1206,1189550,1
Brom,,1328,1189533,0
Holden,,948,1189503,1
Lianna,,1658,1189483,1
Ellie,,1020,1189475,3
Anblacky,,1043,1189456,1
Azen,,944,1189455,0
Vnpro,,1646,1189452,4
Gijen,,1158,1189451,4
Ichora,,963,1189449,6
Hellas,,1591,1189441,0
Rubeast,,1460,1189441,0
Visa,,1235,1179576,0
Koreasnow,,1477,1179446,2
Chinabanye,,1405,1179442,2
Event,,1456,1179423,1
Chinachris,,1289,1179419,6
Okreti,,1596,1169509,3
Xoxo,,1271,1169497,1
Koreagura,,919,1169488,4
Koreasin,,1219,1169472,3
Borke,,1242,1169462,8
Koreajuni,,1314,1169445,4
Linh,,1271,1169443,5
Bounty,,747,1169424,0
Onoji,,1058,1169424,4
Erzhan,,854,1169420,5
Koreamyst,,1254,1159624,4
Umbradei,,1011,1159611,4
Koreano,,1341,1159533,2
Icun,,1100,1159514,1
Ebag,,857,1159512,3
Unknown,,1301,1159491,4
Arya,,1357,1159473,3
Jyvindar,,1107,1159472,2
Tamida,,1085,1159409,5
Iranrak,,925,1149499,4
Tofcio,,1320,1149486,1
Rina,,674,1149458,1
Bori,,1469,1149452,4
Chinahr,,1164,1149419,4
Jonconnor,,1015,1149419,7
Selene,,1023,1139592,1
Aguz,,1139,1139546,5
Ibrale,,1193,1139541,0
Rukikruki,,845,1139535,1
Natasha,,1315,1139513,3
Blastbaby,,910,1139501,1
Koreavare,,1546,1139460,2
Moopee,,759,1139460,0
Koreabulle,,1303,1139451,2
Bluexsi,,775,1139446,1
Koreassss,,1283,1139436,1
Hungkk,,1017,1139435,5
Chinahgge,,1292,1139432,3
Mamao,,1123,1139404,10
Romme,,893,1139401,12
Koreasoso,,1177,1129589,1
Labomba,,1102,1129542,2
Mara,,714,1129482,3
Aludra,,1219,1129477,5
Gungood,,1068,1129460,1
Kaaventa,,872,1129431,2
Rumacloud,,1254,1129420,2
Athenia,,748,1129420,4
Sedra,,1161,1129418,10
Ambeckett,,1149,1129406,4
Chinahq,,843,1129403,2
Olucul,,1207,1119592,1
Sini,,971,1119564,1
Toric,,1316,1119563,3
