Koreaking,,1468,1119413,0
Koreamrkim,,1363,1099464,0
Koreanaeun,,1311,1099440,0
Chinawind,,1582,1089585,1
Chinagcd,,1537,1079526,0
Korealati,,1131,1079514,0
Chinakey,,1284,1079497,0
Koreasano,,1092,1069440,0
Ulysses,,1097,1059570,1
Sauzer,,1015,1059548,0
Koreablue,,1057,1059474,0
Koreahades,,1143,1059461,1
Knight,,1111,1059414,1
Mirades,,1126,1039545,0
Ayumi,,1098,1039452,2
Bucola,,1201,1039432,2
Gulimok,,1252,1029532,0
Enyo,,1001,1029525,3
Spyclown,,960,1029513,0
Korealove,,1010,1029487,0
Koreaclear,,920,1029450,1
Tamida,,681,1029428,0
Mini,,1098,1029416,1
Bounty,,1044,1019461,1
Arin,,1194,1019436,1
Dyomanoptw,,1010,1019407,1
Koreassozu,,1121,1009557,2
Koreahi,,996,1009542,0
Russ,,950,1009539,0
Pilinator,,971,1009529,1
Warone,,973,1009509,0
Chinaxiaoz,,875,1009478,0
Amal,,1112,989582,0
Chinaniupi,,784,989504,1
Sublime,,1001,989485,1
Ptwsux,,1002,989438,3
Saynoptw,,1132,979627,1
Maje,,1006,979465,1
Dagnabit,,635,979462,2
Koreatrima,,787,979449,1
Ptwsux,,827,979445,2
Beorn,,877,979435,3
Rubin,,732,979429,0
Rumakc,,843,969538,0
Dene,,824,969436,0
Osmund,,761,959564,0
Tuzema,,734,959543,1
Saynoptw,,888,959484,2
Ptwsux,,846,959466,1
Jojo,,555,959445,2
Koreakata,,854,949490,0
Dualsword,,868,949471,1
Irtez,,1002,949459,1
Honor,,977,949455,0
Matrempit,,973,949414,0
Andrzej,,847,939574,0
Rudeeman,,838,939515,2
Saynoptw,,812,939497,4
Bartnoptw,,977,939496,0
Dellusions,,626,939495,1
Frost,,932,939492,0
Ptwsux,,857,939477,0
Saber,,441,939476,1
Artakus,,734,939469,1
Fenix,,511,939464,1
Eventsil,,627,939453,0
Joal,,676,939438,1
Conan,,490,939437,2
David,,786,939427,1
Decatus,,590,939422,2
Koreamoon,,1042,939421,0
Riordan,,690,939413,0
Alice,,982,929612,0
Ruzzz,,813,929532,0
Koreashoon,,835,929500,0
Ejon,,659,929491,1
Chinatt,,807,929461,0
Zuga,,712,929446,1
Lisandra,,651,929431,3
Ptwsux,,841,929404,2
Event,,741,919535,0
Cunnnnnent,,801,919492,1
Perseus,,728,919474,1
Koreauno,,589,919474,1
Maat,,871,919459,3
Argent,,530,919432,1
Ruby,,937,909712,0
Deidre,,943,909702,1
Kuke,,460,909692,0
Korearolex,,818,909668,0
Zuva,,622,909650,4
Ennula,,808,909631,0
Zute,,938,909580,2
Vethure,,799,909577,0
Arzeses,,453,909570,1
Rhodysa,,823,909554,2
Ocotham,,495,909541,1
Koreayhun,,743,909536,1
Haydo,,798,909533,0
Koreahavi,,459,909533,1
Alicja,,522,909529,3
Koreagaia,,641,909513,0
Zodiac,,737,909512,2
Baizu,,476,909505,2
Emad,,531,909483,0
Doofus,,375,909473,2
Olarce,,413,909473,1
Vathe,,602,909471,0
Aicirtap,,765,909454,0
Altheo,,644,909417,1
Makcik,,552,909415,0
Anubis,,509,899453,0
Emin,,375,899428,0
Hanyul,,539,889583,0
Kushohe,,521,889582,0
Lallome,,662,889575,0
Nhat,,829,889572,1
Ryunanf,,689,889559,2
Negavar,,858,889552,0
Blaise,,639,889512,1
Hekraji,,497,889494,1
Koreamilli,,560,889492,1
Zergyt,,503,889483,2
Soca,,535,889474,0
Hrco,,647,889462,0
Malikman,,829,889461,0
Azil,,402,889453,0
Sidna,,751,889452,1
Gate,,287,889451,0
Monday,,558,889442,1
Mozzart,,911,889439,0
Koreaoomo,,659,889430,5
Rukris,,348,889425,0
Koreababa,,608,879555,1
Andmaster,,647,879526,1
Hiba,,858,879513,5
Exowar,,389,879509,2
Ivama,,497,879498,2
Strankool,,397,879484,0
Cugri,,578,879465,0
Blazeraid,,418,879442,0
Vadon,,575,879420,2
Adela,,797,869497,2
Xiaobang,,453,869491,0
Mackdaddum,,407,869467,2
Onoced,,372,869465,0
Rururu,,451,869452,2
Dvoc,,744,869432,1
Lamad,,324,869429,2
Ooooooo,,830,869424,5
Xiaov,,747,869405,2
Jisi,,562,859689,0
Koreablack,,400,859627,0
Korqnfrk,,677,859617,0
Ness,,522,859594,1
Irtoz,,773,859586,3
Ptwsux,,732,859579,2
Sensum,,693,859578,1
Rustakrad,,625,859572,1
Baja,,587,859556,0
Vutha,,436,859540,1
Coffeefix,,424,859490,0
Ruandrew,,345,859469,0
Siberian,,943,859427,1
Koreacpa,,536,859418,1
Kuza,,323,849518,0
Koreaxxxxx,,732,849466,2
Kimi,,344,849432,1
Metat,,509,849425,0
